name,state,party,birthplace,congress,start_date,end_date,born_in_state
Bob Menendez,New Jersey,Democratic,New York,111,2009-01-03,2011-01-02,FALSE
Bob Menendez,New Jersey,Democratic,New York,110,2007-01-03,2009-01-02,FALSE
Bob Packwood,Oregon,Republican,Oregon,104,1995-01-03,1997-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,103,1993-01-03,1995-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,102,1991-01-03,1993-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,101,1989-01-03,1991-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,100,1987-01-03,1989-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,99,1985-01-03,1987-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,98,1983-01-03,1985-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,97,1981-01-03,1983-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,96,1979-01-03,1981-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,95,1977-01-03,1979-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,94,1975-01-03,1977-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,93,1973-01-03,1975-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,92,1971-01-03,1973-01-02,TRUE
Bob Packwood,Oregon,Republican,Oregon,91,1969-01-03,1971-01-02,TRUE
Bob Smith,New Hampshire,Republican,New Jersey,107,2001-01-03,2003-01-02,FALSE
Bob Smith,New Hampshire,Republican,New Jersey,106,1999-01-03,2001-01-02,FALSE
Bob Smith,New Hampshire,Republican,New Jersey,105,1997-01-03,1999-01-02,FALSE
Bob Smith,New Hampshire,Republican,New Jersey,104,1995-01-03,1997-01-02,FALSE
Bob Smith,New Hampshire,Republican,New Jersey,103,1993-01-03,1995-01-02,FALSE
Bob Smith,New Hampshire,Republican,New Jersey,102,1991-01-03,1993-01-02,FALSE
Bourke B. Hickenlooper,Iowa,Republican,Iowa,90,1967-01-03,1969-01-02,TRUE
Bourke B. Hickenlooper,Iowa,Republican,Iowa,89,1965-01-03,1967-01-02,TRUE
Bourke B. Hickenlooper,Iowa,Republican,Iowa,88,1963-01-03,1965-01-02,TRUE
Bourke B. Hickenlooper,Iowa,Republican,Iowa,87,1961-01-03,1963-01-02,TRUE
Bourke B. Hickenlooper,Iowa,Republican,Iowa,86,1959-01-03,1961-01-02,TRUE
Brian Schatz,Hawaii,Democratic,Michigan,117,2021-01-03,NA,FALSE
Brian Schatz,Hawaii,Democratic,Michigan,116,2019-01-03,2021-01-02,FALSE
Brian Schatz,Hawaii,Democratic,Michigan,115,2017-01-03,2019-01-02,FALSE
Brian Schatz,Hawaii,Democratic,Michigan,114,2015-01-03,2017-01-02,FALSE
Brian Schatz,Hawaii,Democratic,Michigan,113,2013-01-03,2015-01-02,FALSE
Brock Adams,Washington,Democratic,Georgia,102,1991-01-03,1993-01-02,FALSE
Brock Adams,Washington,Democratic,Georgia,101,1989-01-03,1991-01-02,FALSE
Brock Adams,Washington,Democratic,Georgia,100,1987-01-03,1989-01-02,FALSE
Byron Dorgan,North Dakota,Democratic,North Dakota,111,2009-01-03,2011-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,110,2007-01-03,2009-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,109,2005-01-03,2007-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,108,2003-01-03,2005-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,107,2001-01-03,2003-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,106,1999-01-03,2001-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,105,1997-01-03,1999-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,104,1995-01-03,1997-01-02,TRUE
Byron Dorgan,North Dakota,Democratic,North Dakota,103,1993-01-03,1995-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,95,1977-01-03,1979-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,94,1975-01-03,1977-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,93,1973-01-03,1975-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,92,1971-01-03,1973-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,91,1969-01-03,1971-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,90,1967-01-03,1969-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,89,1965-01-03,1967-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,88,1963-01-03,1965-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,87,1961-01-03,1963-01-02,TRUE
Carl Curtis,Nebraska,Republican,Nebraska,86,1959-01-03,1961-01-02,TRUE
Carl Hayden,Arizona,Democratic,Arizona,90,1967-01-03,1969-01-02,TRUE
Carl Hayden,Arizona,Democratic,Arizona,89,1965-01-03,1967-01-02,TRUE
Carl Hayden,Arizona,Democratic,Arizona,88,1963-01-03,1965-01-02,TRUE
Carl Hayden,Arizona,Democratic,Arizona,87,1961-01-03,1963-01-02,TRUE
Carl Hayden,Arizona,Democratic,Arizona,86,1959-01-03,1961-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,113,2013-01-03,2015-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,112,2011-01-03,2013-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,111,2009-01-03,2011-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,110,2007-01-03,2009-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,109,2005-01-03,2007-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,108,2003-01-03,2005-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,107,2001-01-03,2003-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,106,1999-01-03,2001-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,105,1997-01-03,1999-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,104,1995-01-03,1997-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,103,1993-01-03,1995-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,102,1991-01-03,1993-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,101,1989-01-03,1991-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,100,1987-01-03,1989-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,99,1985-01-03,1987-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,98,1983-01-03,1985-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,97,1981-01-03,1983-01-02,TRUE
Carl Levin,Michigan,Democratic,Michigan,96,1979-01-03,1981-01-02,TRUE
Carol Moseley Braun,Illinois,Democratic,Illinois,105,1997-01-03,1999-01-02,TRUE
Carol Moseley Braun,Illinois,Democratic,Illinois,104,1995-01-03,1997-01-02,TRUE
Carol Moseley Braun,Illinois,Democratic,Illinois,103,1993-01-03,1995-01-02,TRUE
Catherine Cortez Masto,Nevada,Democratic,Nevada,117,2021-01-03,NA,TRUE
Catherine Cortez Masto,Nevada,Democratic,Nevada,116,2019-01-03,2021-01-02,TRUE
Catherine Cortez Masto,Nevada,Democratic,Nevada,115,2017-01-03,2019-01-02,TRUE
Charles H. Percy,Illinois,Republican,Florida,98,1983-01-03,1985-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,97,1981-01-03,1983-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,96,1979-01-03,1981-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,95,1977-01-03,1979-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,94,1975-01-03,1977-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,93,1973-01-03,1975-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,92,1971-01-03,1973-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,91,1969-01-03,1971-01-02,FALSE
Charles H. Percy,Illinois,Republican,Florida,90,1967-01-03,1969-01-02,FALSE
Charles Mathias,Maryland,Republican,Maryland,99,1985-01-03,1987-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,98,1983-01-03,1985-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,97,1981-01-03,1983-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,96,1979-01-03,1981-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,95,1977-01-03,1979-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,94,1975-01-03,1977-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,93,1973-01-03,1975-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,92,1971-01-03,1973-01-02,TRUE
Charles Mathias,Maryland,Republican,Maryland,91,1969-01-03,1971-01-02,TRUE
Chic Hecht,Nevada,Republican,Missouri,100,1987-01-03,1989-01-02,FALSE
Chic Hecht,Nevada,Republican,Missouri,99,1985-01-03,1987-01-02,FALSE
Chic Hecht,Nevada,Republican,Missouri,98,1983-01-03,1985-01-02,FALSE
Chris Coons,Delaware,Democratic,Connecticut,117,2021-01-03,NA,FALSE
Chris Coons,Delaware,Democratic,Connecticut,116,2019-01-03,2021-01-02,FALSE
Chris Coons,Delaware,Democratic,Connecticut,115,2017-01-03,2019-01-02,FALSE
Chris Coons,Delaware,Democratic,Connecticut,114,2015-01-03,2017-01-02,FALSE
Chris Coons,Delaware,Democratic,Connecticut,113,2013-01-03,2015-01-02,FALSE
Chris Coons,Delaware,Democratic,Connecticut,112,2011-01-03,2013-01-02,FALSE
Chris Dodd,Connecticut,Democratic,Connecticut,111,2009-01-03,2011-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,110,2007-01-03,2009-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,109,2005-01-03,2007-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,108,2003-01-03,2005-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,107,2001-01-03,2003-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,106,1999-01-03,2001-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,105,1997-01-03,1999-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,104,1995-01-03,1997-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,103,1993-01-03,1995-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,102,1991-01-03,1993-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,101,1989-01-03,1991-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,100,1987-01-03,1989-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,99,1985-01-03,1987-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,98,1983-01-03,1985-01-02,TRUE
Chris Dodd,Connecticut,Democratic,Connecticut,97,1981-01-03,1983-01-02,TRUE
Chris Murphy,Connecticut,Democratic,New York,117,2021-01-03,NA,FALSE
Chris Murphy,Connecticut,Democratic,New York,116,2019-01-03,2021-01-02,FALSE
Chris Murphy,Connecticut,Democratic,New York,115,2017-01-03,2019-01-02,FALSE
Chris Murphy,Connecticut,Democratic,New York,114,2015-01-03,2017-01-02,FALSE
Chris Murphy,Connecticut,Democratic,New York,113,2013-01-03,2015-01-02,FALSE
Chris Van Hollen,Maryland,Democratic,Pakistan,117,2021-01-03,NA,FALSE
Chris Van Hollen,Maryland,Democratic,Pakistan,116,2019-01-03,2021-01-02,FALSE
Chris Van Hollen,Maryland,Democratic,Pakistan,115,2017-01-03,2019-01-02,FALSE
Chuck Grassley,Iowa,Republican,Iowa,117,2021-01-03,NA,TRUE
Chuck Grassley,Iowa,Republican,Iowa,116,2019-01-03,2021-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,115,2017-01-03,2019-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,114,2015-01-03,2017-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,113,2013-01-03,2015-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,112,2011-01-03,2013-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,111,2009-01-03,2011-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,110,2007-01-03,2009-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,109,2005-01-03,2007-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,108,2003-01-03,2005-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,107,2001-01-03,2003-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,106,1999-01-03,2001-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,105,1997-01-03,1999-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,104,1995-01-03,1997-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,103,1993-01-03,1995-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,102,1991-01-03,1993-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,101,1989-01-03,1991-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,100,1987-01-03,1989-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,99,1985-01-03,1987-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,98,1983-01-03,1985-01-02,TRUE
Chuck Grassley,Iowa,Republican,Iowa,97,1981-01-03,1983-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,110,2007-01-03,2009-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,109,2005-01-03,2007-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,108,2003-01-03,2005-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,107,2001-01-03,2003-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,106,1999-01-03,2001-01-02,TRUE
Chuck Hagel,Nebraska,Republican,Nebraska,105,1997-01-03,1999-01-02,TRUE
Chuck Robb,Virginia,Democratic,Arizona,106,1999-01-03,2001-01-02,FALSE
Chuck Robb,Virginia,Democratic,Arizona,105,1997-01-03,1999-01-02,FALSE
Chuck Robb,Virginia,Democratic,Arizona,104,1995-01-03,1997-01-02,FALSE
Chuck Robb,Virginia,Democratic,Arizona,103,1993-01-03,1995-01-02,FALSE
Chuck Robb,Virginia,Democratic,Arizona,102,1991-01-03,1993-01-02,FALSE
Chuck Robb,Virginia,Democratic,Arizona,101,1989-01-03,1991-01-02,FALSE
Chuck Schumer,New York,Democratic,New York,117,2021-01-03,NA,TRUE
Chuck Schumer,New York,Democratic,New York,116,2019-01-03,2021-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,115,2017-01-03,2019-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,114,2015-01-03,2017-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,113,2013-01-03,2015-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,112,2011-01-03,2013-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,111,2009-01-03,2011-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,110,2007-01-03,2009-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,109,2005-01-03,2007-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,108,2003-01-03,2005-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,107,2001-01-03,2003-01-02,TRUE
Chuck Schumer,New York,Democratic,New York,106,1999-01-03,2001-01-02,TRUE
Cindy Hyde-Smith,Mississippi,Republican,Mississippi,117,2021-01-03,NA,TRUE
Cindy Hyde-Smith,Mississippi,Republican,Mississippi,116,2019-01-03,2021-01-02,TRUE
Claiborne Pell,Rhode Island,Democratic,New York,104,1995-01-03,1997-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,103,1993-01-03,1995-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,102,1991-01-03,1993-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,101,1989-01-03,1991-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,100,1987-01-03,1989-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,99,1985-01-03,1987-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,98,1983-01-03,1985-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,97,1981-01-03,1983-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,96,1979-01-03,1981-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,95,1977-01-03,1979-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,94,1975-01-03,1977-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,93,1973-01-03,1975-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,92,1971-01-03,1973-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,91,1969-01-03,1971-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,90,1967-01-03,1969-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,89,1965-01-03,1967-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,88,1963-01-03,1965-01-02,FALSE
Claiborne Pell,Rhode Island,Democratic,New York,87,1961-01-03,1963-01-02,FALSE
Clair Engle,California,Democratic,California,88,1963-01-03,1965-01-02,TRUE
Clair Engle,California,Democratic,California,87,1961-01-03,1963-01-02,TRUE
Clair Engle,California,Democratic,California,86,1959-01-03,1961-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,115,2017-01-03,2019-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,114,2015-01-03,2017-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,113,2013-01-03,2015-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,112,2011-01-03,2013-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,111,2009-01-03,2011-01-02,TRUE
Claire McCaskill,Missouri,Democratic,Missouri,110,2007-01-03,2009-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,95,1977-01-03,1979-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,94,1975-01-03,1977-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,93,1973-01-03,1975-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,92,1971-01-03,1973-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,91,1969-01-03,1971-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,90,1967-01-03,1969-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,89,1965-01-03,1967-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,88,1963-01-03,1965-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,87,1961-01-03,1963-01-02,TRUE
Clifford P. Case,New Jersey,Republican,New Jersey,86,1959-01-03,1961-01-02,TRUE
Clinton Anderson,New Mexico,Democratic,South Dakota,92,1971-01-03,1973-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,91,1969-01-03,1971-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,90,1967-01-03,1969-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,89,1965-01-03,1967-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,88,1963-01-03,1965-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,87,1961-01-03,1963-01-02,FALSE
Clinton Anderson,New Mexico,Democratic,South Dakota,86,1959-01-03,1961-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,109,2005-01-03,2007-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,108,2003-01-03,2005-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,107,2001-01-03,2003-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,106,1999-01-03,2001-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,105,1997-01-03,1999-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,104,1995-01-03,1997-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,103,1993-01-03,1995-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,102,1991-01-03,1993-01-02,FALSE
Conrad Burns,Montana,Republican,Missouri,101,1989-01-03,1991-01-02,FALSE
Cory Booker,New Jersey,Democratic,D.C.,117,2021-01-03,NA,FALSE
Cory Booker,New Jersey,Democratic,D.C.,116,2019-01-03,2021-01-02,FALSE
Cory Booker,New Jersey,Democratic,D.C.,115,2017-01-03,2019-01-02,FALSE
Cory Booker,New Jersey,Democratic,D.C.,114,2015-01-03,2017-01-02,FALSE
Cory Gardner,Colorado,Republican,Colorado,116,2019-01-03,2021-01-02,TRUE
Cory Gardner,Colorado,Republican,Colorado,115,2017-01-03,2019-01-02,TRUE
Cory Gardner,Colorado,Republican,Colorado,114,2015-01-03,2017-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,110,2007-01-03,2009-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,109,2005-01-03,2007-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,108,2003-01-03,2005-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,107,2001-01-03,2003-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,106,1999-01-03,2001-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,105,1997-01-03,1999-01-02,TRUE
Craig L. Thomas,Wyoming,Republican,Wyoming,104,1995-01-03,1997-01-02,TRUE
Cynthia Lummis,Wyoming,Republican,Wyoming,117,2021-01-03,NA,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,105,1997-01-03,1999-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,104,1995-01-03,1997-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,103,1993-01-03,1995-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,102,1991-01-03,1993-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,101,1989-01-03,1991-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,100,1987-01-03,1989-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,99,1985-01-03,1987-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,98,1983-01-03,1985-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,97,1981-01-03,1983-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,96,1979-01-03,1981-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,95,1977-01-03,1979-01-02,TRUE
Dale Bumpers,Arkansas,Democratic,Arkansas,94,1975-01-03,1977-01-02,TRUE
Dan Coats,Indiana,Republican,Michigan,114,2015-01-03,2017-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,113,2013-01-03,2015-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,112,2011-01-03,2013-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,105,1997-01-03,1999-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,104,1995-01-03,1997-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,103,1993-01-03,1995-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,102,1991-01-03,1993-01-02,FALSE
Dan Coats,Indiana,Republican,Michigan,101,1989-01-03,1991-01-02,FALSE
Dan Quayle,Indiana,Republican,Indiana,100,1987-01-03,1989-01-02,TRUE
Dan Quayle,Indiana,Republican,Indiana,99,1985-01-03,1987-01-02,TRUE
Dan Quayle,Indiana,Republican,Indiana,98,1983-01-03,1985-01-02,TRUE
Dan Quayle,Indiana,Republican,Indiana,97,1981-01-03,1983-01-02,TRUE
Dan Sullivan,Alaska,Republican,Ohio,117,2021-01-03,NA,FALSE
Dan Sullivan,Alaska,Republican,Ohio,116,2019-01-03,2021-01-02,FALSE
Dan Sullivan,Alaska,Republican,Ohio,115,2017-01-03,2019-01-02,FALSE
Dan Sullivan,Alaska,Republican,Ohio,114,2015-01-03,2017-01-02,FALSE
Daniel Akaka,Hawaii,Democratic,Hawaii,112,2011-01-03,2013-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,111,2009-01-03,2011-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,110,2007-01-03,2009-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,109,2005-01-03,2007-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,108,2003-01-03,2005-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,107,2001-01-03,2003-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,106,1999-01-03,2001-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,105,1997-01-03,1999-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,104,1995-01-03,1997-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,103,1993-01-03,1995-01-02,TRUE
Daniel Akaka,Hawaii,Democratic,Hawaii,102,1991-01-03,1993-01-02,TRUE
Daniel Brewster,Maryland,Democratic,Maryland,90,1967-01-03,1969-01-02,TRUE
Daniel Brewster,Maryland,Democratic,Maryland,89,1965-01-03,1967-01-02,TRUE
Daniel Brewster,Maryland,Democratic,Maryland,88,1963-01-03,1965-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,112,2011-01-03,2013-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,111,2009-01-03,2011-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,110,2007-01-03,2009-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,109,2005-01-03,2007-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,108,2003-01-03,2005-01-02,TRUE
Daniel Inouye,Hawaii,Democratic,Hawaii,107,2001-01-03,2003-01-02,TRUE
